"year","ind","qout","po","qktemp","pk","qltemp","pl","pz1","pz2","pz3","pz4","pz5","pz6","pz7","pz8","pz9","pz10","pz11","pz12","pz13","pz14","pz15","pz16","pz17","pz18","pz19","pz20","pz21","pz22","pz23","pz24","pz25","pz26","pz27","pz28","pz29","pz30","pz31","pz32","pz33","pz34","pz35","pn","pe","pm","pma","pmm","pmn","pms","pta","pwp","pos","pfm","pmc","peq","qc1","qc2","qc3","qc4","qc5","qc6","qc7","qc8","qc9","qc10","qc11","qc12","qc13","qc14","qc15","qc16","qc17","qc18","qc19","qc20","qc21","qc22","qc23","qc24","qc25","qc26","qc27","qc28","qc29","qc30","qc31","qc32","qc33","qc34","qc35","qcn","qe","qm","qma","qmm","qmn","qms","qta","qwp","qos","qfm","qmc","qeq"
1974,12,35511.4,0.412279,3231.49,0.416945,15408.4,0.3431,0.681952,0.448567,0.841349,0.320031,0.36629,0.344367,0.517103,0.189714,0.565518,0.509131,0.382144,0.397576,0.360566,0.289683,0.328184,0.392595,0.426894,0.357666,0.367099,0.446535,0.410952,0.859481,0.822799,0.349893,0.358765,0.431096,0.363734,0.410346,0.476558,0.293687,0.225824,0.429,0.319144,0.284691,0.28066,0.297279,0.307778,0.410544,0.444063,0.441011,0.389606,0.369001,0.559663,0.380513,0.344938,0.427705,0.856779,0.398131,5.036,0.011,6.394,0.119,0.633,180.322,29.22,0.047,1978.09,37.444,3188.65,210.848,669.212,21.599,714.269,167.728,1017.13,71.81,346.512,2479.71,2316.34,96.376,20.953,11.809,0.248,22.171,45,737.014,88.434,343.658,146.867,2255.82,514.941,1737.6,157.243,21.424,667.238,19002.2,6151.95,4927.4,2085.25,5479.23,2078.74,4073.2,268.585,4814.5,116.801,34.609
1975,12,30224.5,0.461384,3217.65,0.610222,13039.3,0.3711,0.663968,0.570633,1.02825,0.372801,0.468913,0.376409,0.557003,0.211438,0.552627,0.518965,0.370876,0.428948,0.411756,0.327154,0.391202,0.451352,0.485757,0.370152,0.41921,0.489582,0.47411,0.986752,0.935734,0.402808,0.407694,0.477411,0.394401,0.439416,0.492305,0.338612,0.28615,0.458793,0.339221,0.313127,0.300243,0.321453,0.360574,0.437877,0.440646,0.49581,0.449353,0.396923,0.547963,0.381086,0.363444,0.480397,0.982106,0.446024,4.919,0.009,5.819,0.099,0.48,146.046,24.373,0.033,1754.81,30.318,2898.31,154.653,515.97,16.723,569.263,148.709,761.631,59.246,283.65,1850.88,1806.01,77.244,15.454,8.831,0.211,18.37,34.987,603.523,81.118,311.563,121.356,2035.45,463.4,1455.99,140.093,17.701,591.737,15824.9,5408.98,3762.54,1614.76,4786.42,1838.48,3566.58,241.267,3668.66,92.334,27.83
1976,12,33714.7,0.481231,3179.34,0.697506,14060.9,0.4015,0.681724,0.637958,1.03628,0.411166,0.479499,0.394548,0.543793,0.226388,0.588926,0.55509,0.426009,0.446698,0.431472,0.349432,0.40865,0.480834,0.513649,0.40191,0.451208,0.50961,0.49232,1.02866,0.974061,0.424877,0.438134,0.510214,0.410474,0.459438,0.511346,0.368833,0.34373,0.480812,0.364712,0.337225,0.341192,0.294093,0.395442,0.467433,0.484758,0.515635,0.474586,0.420044,0.584231,0.429483,0.391157,0.499469,1.02357,0.474818,5.898,0.009,6.231,0.1,0.498,149.044,27.932,0.013,1972.27,33.196,3153.82,160.853,601.845,17.82,650.967,173.65,850.022,67.537,305.265,2082.83,1980.89,79.123,17.369,10.721,0.205,19.427,38.901,675.556,92.526,347.168,123.309,2087.47,498.728,1569.13,146.847,20.439,658.571,17331,5998.08,4168.71,1804.89,5067.38,2066.12,3914.74,264.413,4077.67,96.045,30.658
1977,12,38295.6,0.48366,3283.81,0.490744,15629.8,0.4375,0.672355,0.678337,1.05882,0.465809,0.49286,0.42601,0.567309,0.247876,0.605032,0.591879,0.489159,0.476283,0.446958,0.373683,0.428499,0.53622,0.54317,0.442272,0.488112,0.547787,0.526323,1.07305,0.996193,0.457193,0.472501,0.534942,0.44367,0.501276,0.521199,0.406172,0.409504,0.504749,0.395773,0.361822,0.359722,0.345378,0.442104,0.501657,0.526331,0.551978,0.502566,0.447169,0.601495,0.484019,0.410288,0.535466,1.06399,0.502045,7.118,0.009,6.633,0.101,0.536,148.161,32.108,0.008,2229.18,39.07,3514.53,181.466,678.592,20.48,755.758,198.049,1060.34,71.874,341.934,2203.62,2227.56,84.386,20.482,12.157,0.226,21.615,45.601,776.271,108.715,397.277,129.732,2313.69,550.575,1755.01,168.383,47.565,741.358,19425.1,6731.87,4543.15,2163.27,5688.06,2333.58,4372.87,325.773,4443.86,104.281,34.316
1978,12,40850.9,0.518609,3444.67,0.530574,16452.1,0.4736,0.776969,0.764361,1.1638,0.504362,0.531218,0.474188,0.615957,0.272703,0.629162,0.615652,0.565137,0.51328,0.468066,0.400811,0.444903,0.570243,0.572433,0.492588,0.539666,0.591994,0.570768,1.13265,1.0509,0.492102,0.50339,0.572388,0.491666,0.539413,0.532277,0.438666,0.449914,0.537803,0.434214,0.388279,0.390632,0.395584,0.476612,0.542789,0.577419,0.596833,0.531729,0.479234,0.626467,0.549579,0.43695,0.579663,1.12297,0.538201,7.462,0.01,6.969,0.111,0.533,149.829,35.321,0.011,2425.87,34.919,3422.52,204.549,739.24,21.454,827.917,219.585,1135.51,73.832,364.29,2372.21,2362.36,92.381,20.429,12.92,0.298,22.895,40.979,853.421,126.132,427.482,144.145,2522.19,606.279,1887.41,179.891,50.275,809.377,20598.3,6936.88,4856.33,2323.32,6197.76,2528.68,4355.69,359.986,4748.8,112.296,36.442
1979,12,40430.4,0.584792,3587.52,0.565734,17729.5,0.5237,0.847296,0.96761,1.26378,0.680123,0.59592,0.530438,0.674838,0.2989,0.663325,0.650272,0.615797,0.556468,0.527473,0.437269,0.506867,0.768983,0.635427,0.599618,0.594832,0.678285,0.62565,1.20032,1.10403,0.534089,0.554662,0.601173,0.563572,0.592423,0.536523,0.47577,0.519679,0.581896,0.457264,0.422524,0.417287,0.503975,0.563328,0.594277,0.623521,0.667293,0.594518,0.518754,0.662611,0.601752,0.465429,0.649948,1.18832,0.571516,8.504,0.011,7.219,0.109,0.458,132.498,34.582,0.013,2459.62,29.3,3125.06,209.98,723.894,20.669,783.153,220.438,1078.65,60.439,339.016,2258.3,2327.23,93.704,20.125,11.764,0.344,21.827,32.926,829.951,138.963,433.712,144.131,2498.61,639.27,1874.11,188.021,42.419,816.503,19972,6654.94,4708.73,2191.44,6176.68,2545.72,4041.73,374.695,4597.01,113.347,34.288
1980,12,39482.4,0.605607,3692.99,0.505441,15469,0.5804,0.91445,1.17358,1.30933,1.0256,0.716361,0.588653,0.725963,0.334094,0.728104,0.700179,0.597403,0.601492,0.599028,0.481522,0.615587,1.15319,0.708619,0.610888,0.663944,0.740521,0.683145,1.28367,1.17692,0.589752,0.616335,0.673887,0.69151,0.689841,0.553882,0.554449,0.644033,0.636126,0.487893,0.466291,0.443775,0.787097,0.729024,0.643431,0.648884,0.727984,0.681363,0.57273,0.726048,0.60302,0.51103,0.70963,1.27019,0.637665,8.204,0.013,7.348,0.119,0.384,120.468,35.958,0.015,2445.11,27.98,3099.89,242.224,707.936,20.068,666.827,199.201,1023.22,59.602,314.045,2016.37,2289.86,97.742,19.755,10.655,0.355,22.783,26.624,766.518,158.176,436.03,144.003,2524.21,686.429,1845.49,201.801,27.995,787.297,19414.8,6628.65,4434.25,2000.04,6161.94,2529.17,4031.9,389.801,4308.57,117.084,34.275
1981,12,39535,0.64996,3793.84,0.54079,15453.7,0.6222,0.866117,1.0655,1.4045,1.34206,0.794407,0.633137,0.755338,0.366005,0.792342,0.754861,0.606236,0.645382,0.648448,0.526914,0.678025,1.36937,0.755958,0.650212,0.718907,0.784543,0.740425,1.3637,1.23665,0.670238,0.688826,0.725104,0.70029,0.768883,0.605793,0.637638,0.754729,0.678884,0.523421,0.512524,0.50757,1.04869,0.850753,0.688993,0.684492,0.779951,0.735127,0.622111,0.789693,0.621579,0.581758,0.760542,1.34713,0.697532,11.893,0.015,7.096,0.151,0.3,108.626,38.795,0.016,2398.16,25.601,3008.55,268.304,717.282,18.996,683.07,179.703,1074.45,55.628,295.632,2087.17,2230.32,95.432,18.243,10.272,0.321,21.676,23.784,730.872,167.059,432.087,156.823,2653.23,719.57,1776.19,201.515,19.076,764.175,19418.3,6526.66,4441.82,2047,6226.64,2476.48,3977.26,384.165,4324.38,113.353,32.72
1982,12,37748.4,0.690292,3859.84,0.598431,14634.3,0.6691,0.88707,0.947014,1.44857,1.3417,0.790022,0.656784,0.757181,0.433036,0.796608,0.786287,0.593625,0.681721,0.657843,0.561471,0.683763,1.30525,0.78551,0.659048,0.754366,0.774354,0.771056,1.40928,1.27248,0.713629,0.75046,0.76149,0.706426,0.777062,0.667448,0.702665,0.880418,0.698333,0.550492,0.556078,0.557777,0.707685,0.897297,0.702769,0.683259,0.793208,0.757899,0.648776,0.794332,0.616653,0.614739,0.772648,1.39129,0.735863,14.153,0.016,7.226,0.16,0.229,115.735,42.092,0.018,2345.61,22.876,3007.98,323.848,722.701,18.339,645.231,186.453,1119.26,51.659,275.031,1598.51,2169.91,94.756,16.982,11.482,0.317,23.937,20.173,725.157,166.846,422.594,147.095,2770.88,750.809,1715.3,200.313,25.952,758.385,18889.9,6523.3,3899.04,2034.94,6330.54,2417.83,4041.35,392.78,3767.49,111.513,36.23
1983,12,40371.4,0.705715,3903.77,0.679199,15208.4,0.6852,0.894688,0.995695,1.38048,1.24426,0.797182,0.66954,0.771198,0.475944,0.80315,0.793014,0.621619,0.701164,0.653137,0.586118,0.678134,1.19763,0.792438,0.67244,0.770332,0.781757,0.77738,1.37579,1.26978,0.72646,0.784995,0.785124,0.722546,0.770573,0.710485,0.729419,0.985107,0.722868,0.599863,0.592155,0.579085,0.650923,0.902417,0.719063,0.699265,0.799197,0.762281,0.675764,0.80101,0.638274,0.640772,0.779434,1.36216,0.7555,16.639,0.016,7.619,0.141,0.137,108.817,50.483,0.021,2693.54,14.85,3432.84,418.402,830.26,15.569,682.663,209.517,1293.98,46.379,293.985,1699.5,2279.12,86.178,13.211,14.205,0.399,21.101,10.736,781.824,177.569,422.595,128.626,2924.81,763.611,1658.79,220.978,20.814,771.902,20473.8,7491.86,4082.71,2259.89,6547.7,2754.38,4666.78,417.735,3977.7,99.356,36.001
1984,12,44192.1,0.729656,4056.89,0.800199,16695.9,0.7032,0.905496,0.886588,1.36214,1.23316,0.808423,0.691739,0.797879,0.512983,0.829775,0.806927,0.621168,0.723741,0.701334,0.619668,0.697742,1.16019,0.813907,0.699132,0.794009,0.79862,0.796326,1.31746,1.25403,0.740479,0.810663,0.804113,0.722689,0.79455,0.773355,0.771058,0.993844,0.742495,0.62521,0.624816,0.601802,0.549054,0.915343,0.738791,0.715728,0.815583,0.78356,0.700701,0.827572,0.648658,0.672988,0.797478,1.30936,0.772389,18.874,0.021,9.118,0.129,0.163,142.763,51.861,0.018,2876.41,16.534,3553.67,511.162,837.637,17.006,689.083,263.061,1454.69,51.577,304.153,1982.75,2509.33,103.783,15.213,16.94,0.4,22.319,11.236,813.527,174.556,466.789,136.212,3205.23,835.78,1851.33,226.965,29.724,888.273,22259.5,7922.04,4620.44,2443.38,7126.34,2943.76,4895.3,427.797,4491.32,118.994,39.896
1985,12,44248.3,0.750403,4261.07,0.77505,16659.3,0.7357,0.839484,0.800083,1.34056,1.16294,0.827033,0.709656,0.780689,0.54837,0.827337,0.818586,0.615722,0.746474,0.700891,0.648687,0.70393,1.11346,0.811321,0.705767,0.811827,0.777293,0.807839,1.27269,1.22292,0.756309,0.818261,0.808224,0.718554,0.80683,0.809352,0.80138,0.981818,0.76424,0.663234,0.653281,0.636268,0.560813,0.915715,0.745645,0.71352,0.811608,0.78587,0.725691,0.825356,0.646892,0.706682,0.794505,1.2663,0.781473,24.205,0.026,8.884,0.113,0.166,145.456,51.677,0.026,2812.33,14.083,3576.62,429.621,866.291,17.603,695.707,244.558,1548.65,43.743,301.477,2017.59,2560.02,117.37,16.02,14.728,0.445,19.547,9.885,819.968,169.363,454.934,129.319,3435.25,852.258,1874.62,208.818,30.803,847.305,22623.9,7808.21,4722.27,2542.62,7391.65,2870.45,4856.3,406.425,4576.89,133.434,34.935
1986,12,45890.6,0.77451,4398.36,0.786999,17463.2,0.7773,0.80837,0.789836,1.26682,0.767553,0.825428,0.735677,0.79278,0.592638,0.841361,0.837005,0.629679,0.765059,0.713533,0.673138,0.70021,0.762246,0.81739,0.740887,0.830429,0.784962,0.81279,1.24714,1.2194,0.7957,0.810475,0.828762,0.74654,0.8068,0.850238,0.811717,0.904668,0.755583,0.695928,0.678669,0.654062,0.686372,0.816402,0.754994,0.727613,0.817101,0.79087,0.733665,0.83969,0.661143,0.742773,0.800637,1.24341,0.809774,31.436,0.022,9.694,0.143,0.17,142.208,50.8,0.022,2970.51,13.36,3778.64,372.602,907.461,18.253,723.36,184.839,1657.49,38.01,314.216,1979.56,2633.55,122.085,16.83,16.081,0.46,18.907,9.703,878.57,166.712,485.14,134.709,3728.3,902.734,1957.01,203.019,32.883,819.385,23626.9,8147.86,4768.12,2692.77,7877.41,3023.28,5027.92,399.991,4614.34,138.955,35.612
1987,12,50992.9,0.78439,4603.44,0.725076,19008.3,0.8033,0.842669,0.916293,1.22958,0.799068,0.86079,0.762975,0.807585,0.644889,0.864528,0.856924,0.659645,0.785619,0.757642,0.698988,0.722875,0.804814,0.824294,0.788292,0.835131,0.82981,0.824291,1.21482,1.22452,0.821949,0.811314,0.857627,0.78956,0.819322,0.858721,0.811931,0.856275,0.789673,0.729115,0.711269,0.671002,0.697074,0.819429,0.781185,0.756127,0.841632,0.801838,0.763741,0.863206,0.692603,0.755759,0.826654,1.21551,0.836932,34.597,0.013,10.906,0.139,0.188,139.141,52.055,0.016,3307.68,18.16,4350.34,836.176,924.743,20.265,799.964,255.299,1939.9,60.4,354.537,2255.42,2853.88,141.36,18.323,20.489,0.479,19.119,12.513,963.835,171.173,492.631,132.148,3828.49,989.134,2161.16,205.248,37.655,893.459,26445.8,9568.94,5289.49,3097.2,8356.58,3385.93,6123.84,411.454,5109.78,159.738,40.179
1988,12,50749.9,0.82338,4732.8,0.624138,19814.1,0.8261,0.941215,1.07648,1.17594,0.744466,0.870211,0.791601,0.844178,0.719745,0.907795,0.885899,0.694361,0.824096,0.834654,0.734292,0.79629,0.777394,0.868871,0.85761,0.849237,0.961676,0.870685,1.22086,1.25764,0.842754,0.826162,0.879726,0.835944,0.86101,0.864482,0.825701,0.849946,0.823418,0.76141,0.748721,0.718962,0.776808,0.817731,0.829956,0.798763,0.923365,0.850413,0.799157,0.906883,0.734276,0.788682,0.910894,1.22466,0.85824,33.513,0.007,10.603,0.146,0.195,131.115,59.63,0.014,3300.94,14.751,4136.25,799.499,884.416,18.794,769.348,239.352,1943.67,62.533,347.292,2242.55,2804.87,147.144,19.075,19.333,0.436,19.208,12.242,972.854,172.576,478.999,123.754,3899.03,978.841,2254.12,184.242,35.182,855.223,26223.9,9299.47,5237.31,3065.28,8496.64,3377.81,5832.82,391.77,5048.63,166.277,39.093
1989,12,51303.4,0.854125,4864.62,0.704014,20045.2,0.8551,0.93666,1.08025,1.16396,0.840557,0.919209,0.823211,0.882157,0.811612,0.926919,0.910934,0.738016,0.854889,0.885828,0.77311,0.843818,0.867402,0.898562,0.887931,0.865616,1.0021,0.910028,1.2279,1.27116,0.863905,0.860642,0.905845,0.871906,0.90354,0.881939,0.851091,0.876491,0.848223,0.790345,0.78237,0.751198,0.762835,0.860935,0.86335,0.832836,0.962137,0.883131,0.828735,0.92623,0.777358,0.810138,0.950709,1.23243,0.881881,30.767,0.005,11.349,0.143,0.196,130.068,60.073,0.016,3432.41,15.367,4012.69,768.82,908.035,19.114,747.076,241.528,1938.37,57.454,340.166,2200.18,2769.6,152.549,19.069,18.901,0.307,18.014,11.241,977.657,166.536,477.643,120.614,3775.47,990.169,2329.31,177.816,37.012,853.801,26083.3,9325.04,5165.25,3030.78,8445.92,3505.15,5708.85,381.026,4970.2,171.656,37.319
1990,12,50334.6,0.883009,4985.65,0.600837,19920.8,0.9009,0.93469,1.05234,1.16038,0.942657,0.945861,0.849049,0.911335,0.914321,0.943198,0.938091,0.748631,0.88106,0.88177,0.805724,0.851167,1.03758,0.907711,0.923321,0.876934,0.96195,0.925754,1.22379,1.25069,0.878608,0.884513,0.929398,0.901445,0.936014,0.899277,0.874692,0.895464,0.886641,0.825686,0.823355,0.775759,0.855225,0.926092,0.879529,0.8456,0.953162,0.892169,0.866378,0.942882,0.78769,0.838383,0.941449,1.22651,0.900794,32.537,0.003,11.651,0.15,0.201,109.287,59.2,0.012,3288,16.022,3912.7,669.943,890.526,17.299,766.393,253.697,1975.8,58.378,330.553,2247.49,2726.77,160.467,19.966,17.887,0.366,15.31,11.731,992.095,162.057,468.726,114.64,3841.49,981.391,2312.04,175.975,38.59,852.548,25825.3,8955.94,5180.56,3078.36,8499.57,3362.21,5482.62,376.023,4977.75,180.47,33.603
1991,12,47355.6,0.89844,5018.1,0.59578,18324,0.9239,0.91697,0.935483,1.14673,0.851258,0.933031,0.857142,0.914952,1.0294,0.954969,0.956371,0.763132,0.897748,0.866148,0.837728,0.873024,0.945822,0.928985,0.928326,0.894112,0.926852,0.93566,1.20616,1.23806,0.910232,0.9068,0.947302,0.921657,0.931718,0.915815,0.920504,0.912755,0.908405,0.85189,0.858125,0.85501,0.880505,0.927036,0.891426,0.856035,0.942851,0.91319,0.89011,0.954572,0.797629,0.8852,0.931167,1.20943,0.926178,30.183,0.002,10.165,0.163,0.195,78.849,57.988,0.014,3116.9,14.824,3860.45,662.595,882.686,15.389,738.132,218.756,1871.38,49.334,311.205,2084.72,2593.75,163.384,19.595,18.136,0.458,14.284,11.674,958.72,147.549,435.059,104.054,3681.92,967.35,2051.08,160.942,36.11,770.357,24581.6,8686.05,4890.35,2926.1,8006.45,3181.02,5413.93,344.024,4681.32,183.002,32.881
1992,12,51157.8,0.906861,5037.34,0.683751,19225.6,0.9443,0.901965,0.930336,1.12172,0.846408,0.9532,0.868105,0.916295,1.13135,0.961461,0.972933,0.835758,0.907921,0.86667,0.862399,0.879228,0.91717,0.934967,0.942402,0.89774,0.908366,0.939038,1.16903,1.21645,0.929476,0.928166,0.96405,0.949256,0.931798,0.926065,0.943247,0.924585,0.919645,0.876778,0.892882,0.886493,0.884268,0.932658,0.909069,0.891602,0.935591,0.919071,0.908131,0.961244,0.850786,0.904446,0.924843,1.17397,0.944333,32.197,0.002,11.332,0.157,0.202,77.128,60.806,0.014,3351.19,24.253,4175.61,751.584,929.734,16.55,761.45,244.625,2142.31,55.769,343.996,2290.14,2888.48,182.776,22.059,20.118,0.467,17.08,12.141,995.924,150.651,452.439,114.038,3736.14,1027.37,2184.74,149.961,37.049,824.962,26427.7,9393.42,5417.74,3256.57,8281.44,3431.17,5867.78,337.458,5182.15,204.865,37.696
1993,12,54021.8,0.921363,5125.77,0.778761,19645.9,0.9634,0.965338,0.880431,1.05754,0.857093,0.944123,0.901198,0.929227,1.07898,0.958295,0.979512,0.971051,0.925679,0.854478,0.88903,0.887845,0.887012,0.944067,0.956655,0.916806,0.895707,0.944195,1.13281,1.20307,0.949563,0.95345,0.981484,0.959615,0.94708,0.940703,0.958926,0.95487,0.939893,0.920437,0.917017,0.908765,0.881277,0.935456,0.937777,0.950303,0.931718,0.929111,0.931519,0.958435,0.94603,0.920432,0.922009,1.14022,0.96338,30.663,0.002,11.2,0.204,0.214,91.808,65.401,0.015,3540.72,25.188,4246.27,936.102,975.656,16.608,797.439,262.206,2274.66,61.251,354.373,2511.59,3008.88,198.866,24.171,21.983,0.651,14.65,12.225,1055.42,162.669,463.545,119.408,3854.22,1053.49,2270.83,143.551,37.955,858.536,27780.5,9896.86,5775.18,3435.82,8578.57,3627.08,6171.38,344.323,5521.21,223.077,37.238
1994,12,55904.2,0.951845,5243.14,0.746867,20887.1,0.974,0.922223,0.94681,1.03458,0.809254,0.966933,0.938393,0.94499,0.94714,0.96246,0.982601,1.01052,0.957059,0.887284,0.911683,0.908693,0.856673,0.957791,0.977379,0.950846,0.956704,0.961494,1.10855,1.18012,0.976313,0.970706,0.99411,0.971999,0.960947,0.958291,0.966438,0.982172,0.960889,0.940954,0.944926,0.929862,0.92195,0.933664,0.962798,0.974962,0.966208,0.946526,0.953439,0.96287,0.983151,0.942005,0.958998,1.1161,0.984205,33.774,0.002,12.32,0.163,0.222,97.58,65.718,0.014,3811.01,27.36,4410.21,1098.47,978.021,15.68,809.905,257.375,2423.25,64.759,359.063,2619.4,3243.26,223.94,26.413,23.617,0.431,18.104,12.887,1091.11,168.99,472.125,108.792,3968.89,1077.44,2364.8,169.709,39.095,853.086,29243.5,10504.4,6153.19,3603.79,8879.79,3903.04,6499.51,377.697,5864.84,250.353,42.139
1995,12,57873.4,0.980685,5389.17,0.802194,21749.2,0.9848,0.961163,1.09429,1.01645,0.794378,0.997089,0.977239,0.959036,0.976005,0.995202,0.988924,1.00535,0.981672,1.08808,0.9653,0.994262,0.885998,1.00524,1.01098,0.990803,1.06072,0.997976,1.07506,1.10562,0.992882,0.984165,1.00816,0.987369,0.987928,0.972383,0.987629,0.975382,0.987351,0.975248,0.972208,0.978979,0.956369,0.953188,1.00228,1.00636,1.02741,1.00148,0.981311,0.995442,1.01396,0.973228,1.02504,1.07828,0.999657,34.777,0.002,12.545,0.167,0.229,89.592,68.735,0.013,3953.99,28.171,4374.36,1005.36,949.102,15.946,790.361,262.955,2541,71.927,357.948,2568.18,3411.71,259.821,30.74,26.662,0.532,20.779,13.186,1105.84,183.548,459.367,105.375,4376.2,1116.85,2557.57,153.691,41.78,841.73,30142.7,10501,6317.03,3702.57,9536.16,4054.07,6344.24,379.044,5979.21,290.565,47.96
1996,12,59146.2,1,5543.87,1,21374.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42.834,0.002,13.583,0.145,0.235,100.814,70.895,0.014,4031.87,26.753,4655.88,1052.3,1016.91,16.547,781.002,306.002,2663.78,74.846,376.456,2734.98,3578.63,300.434,35.206,24.756,0.518,22.107,14.288,1154.59,194.824,467.269,106.37,4344.28,1128,2689.02,156.838,45.251,893.369,31334.9,10988.9,6696.63,3835.76,9712.8,4133.47,6741.65,396.913,6313.61,335.64,47.381
1997,12,64222.9,1.01102,5664.07,1.20234,22753.9,1.0183,1.01858,0.952273,0.969674,1.01979,1.03902,1.03185,1.00508,1.05099,1.0054,1.00569,1.03706,1.01394,0.956594,1.02026,1.00338,0.98146,0.998478,1.02085,1.01366,1.00619,1.00511,0.929889,0.927213,0.99417,1.00888,0.98877,1.00222,1.01392,1.02715,1.00578,1.04079,1.01081,1.0462,1.02601,1.01312,0.994778,1.0014,1.01214,1.0154,1.00149,1.00096,1.01988,1.00571,1.02127,1.01785,1.00557,0.929602,0.992036,42.103,0.002,15.447,0.129,0.267,96.189,74.667,0.015,4172.09,31.553,5044.81,1227.02,1090.9,16.796,869.211,296.546,2938.93,91.994,397.517,2675.27,3824.49,338.235,41.56,29.743,0.615,19.202,13.354,1254.59,215.837,505.07,114.054,4626.63,1256.49,2983.46,182.504,50.961,931.552,33609,11793.2,6927.79,4219.17,10571.4,4295.75,7379.61,449.272,6499.69,379.793,49.571
1998,12,70972.9,1.02051,5877.9,1.26694,24527.1,1.0405,0.968224,1.05336,0.940796,0.827126,0.984727,1.06048,0.987798,1.1953,1.01102,1.01702,1.01971,1.02418,0.983638,1.04952,1.00754,0.774406,0.997318,1.02287,1.03257,0.97818,1.01012,0.8553,0.823307,0.989742,1.01341,0.984635,0.999484,1.02434,1.03846,0.999267,1.02363,1.02565,1.06578,1.05345,1.02846,0.979503,0.929025,1.01481,1.01358,0.988488,1.00272,1.03812,1.01129,1.01561,1.02779,0.996307,0.851721,0.987837,47.752,0.002,16.341,0.179,0.285,95.045,79.752,0.009,4652.57,34.004,5423.27,1670.28,1215.13,18.2,918.568,341.269,3208.03,115.54,408.835,3433.26,4149.46,394.093,51.272,30.896,0.687,19.635,14.936,1361.4,252.665,575.312,129.63,5265.06,1393.37,3385.74,220.066,60.34,1062.82,37912.3,13256.7,8072.63,4549.9,11939.1,4802.4,8325.26,533,7577.79,445.311,51.231
1999,12,77766.4,1.0311,6170.36,1.35921,26066.3,1.0755,0.982147,1.07994,0.887748,0.826473,1.00283,1.079,0.980208,1.53686,0.992628,1.01469,1.0408,1.03278,0.981434,1.06937,1.01238,0.86435,0.996415,1.01742,1.05556,0.944613,1.00945,0.79722,0.782912,0.992279,1.01996,0.981206,0.998656,1.03555,1.04298,1.00134,1.00517,1.02943,1.08765,1.07818,1.05082,1.08597,0.95809,1.01687,1.01706,0.970589,1.00515,1.05169,0.993266,1.0305,1.05133,0.980633,0.795724,0.988259,56.786,0.002,18.923,0.162,0.313,97.973,73.211,0.01,4805.52,32.402,5976.29,2892.86,1267.59,17.327,988.828,442.325,3431.2,79.985,446.482,3712,4381.43,459.463,63.828,41.953,0.74,22.211,15.348,1431.52,273.7,616.846,139.88,5757.4,1522.32,3723.17,251.789,66.946,1208.17,41899.5,15222.5,8664.51,4881.77,13028.5,4917.46,10160.5,592.346,8085.83,523.127,64.94
2000,12,84583.3,1.04174,6509.5,1.31417,28832,1.0826,0.993099,1.10697,0.826749,0.867644,1.03108,1.10008,0.991174,1.64348,0.994298,1.01602,1.02699,1.04871,1.05851,1.0984,1.05909,1.3187,1.01106,1.0184,1.08228,1.01087,1.01978,0.757922,0.748972,0.999898,1.04349,0.982139,0.997222,1.05969,1.06636,1.02509,1.03168,1.03986,1.10107,1.10704,1.07239,1.15882,1.14422,1.03336,1.02216,1.00122,1.02729,1.07011,0.994921,1.03716,1.07954,1.01607,0.757085,0.993857,70.036,0.002,19.544,0.248,0.335,96.407,75.114,0.008,5128.74,27.691,6126.54,3969.89,1350.93,17.034,1019.13,499.823,3626.05,93.563,497.398,3840.88,4910.47,529.039,78.6,52.752,0.737,24.122,14.329,1512.6,304.021,663.971,115.293,5934.82,1683.82,4005.53,275.94,74.031,1289.15,45357.8,16896.2,9415.78,5157.69,13800.8,5249.57,11477.4,653.889,8749.62,607.381,77.684
2001,12,79559.2,1.05583,6688.05,1.09239,27788.2,1.1256,1.01363,1.08094,0.876366,0.872417,1.06923,1.14482,1.01985,1.83553,0.99016,1.00131,1.00987,1.0609,1.0536,1.12778,1.05604,1.21628,1.01056,1.01685,1.08914,0.971843,1.01676,0.707553,0.692849,0.992892,1.06507,0.981855,1.00351,1.06124,1.05216,1.08602,1.15596,1.02893,1.11741,1.13608,1.12187,1.2048,1.14561,1.02935,1.01729,0.980367,1.027,1.07679,0.990778,1.03155,1.09833,0.997299,0.705938,0.989263,62.685,0.002,21.25,0.103,0.317,85.797,69.371,0.007,5059.48,30.014,5691.47,3505.96,1334.06,16.645,966.576,492.096,3519.4,119.628,450.398,3519.75,4558.35,518.353,79.512,47.831,0.68,23.367,12.094,1432.75,311.072,604.222,93.706,5719.52,1580.95,3739.44,258.769,68.463,1206.14,42778.8,15912,8719.58,4946.75,13113.5,5209.43,10558.3,637.412,8077.19,597.576,71.93
